simulation_id,timestamp,cycle,active_listings,total_transactions,total_volume,avg_transaction_price,categories_listed,total_profit,avg_margin
sim_20260102103240_e81bce,2026-01-02T10:35:12.213942,1,5,1,505.0,505.0,3,213.16325762321753,73.04195348644903
sim_20260102103240_e81bce,2026-01-02T10:38:46.029212,2,5,3,1550.0,516.6666666666666,3,657.1773571537519,73.58562391408545
sim_20260102115547_e956a3,2026-01-02T11:57:53.282976,1,5,1,640.0,640.0,4,274.0630404742404,74.89351193971106
sim_20260102115547_e956a3,2026-01-02T12:00:43.217775,2,5,3,1930.0,643.3333333333334,4,835.8251732202857,76.38949272492046
sim_20260102121425_c6e699,2026-01-02T12:23:50.034068,1,14,6,5285.9800000000005,880.9966666666668,6,2209.5807064358505,66.30236627368943
sim_20260102121425_c6e699,2026-01-02T12:30:07.969975,2,20,10,9727.98,972.798,6,4142.518797953509,66.12394125474482
sim_20260102121425_c6e699,2026-01-02T12:36:14.260832,3,22,13,13298.289999999999,1022.9453846153846,6,5759.87295795077,67.17690463961479
sim_20260102121425_c6e699,2026-01-02T12:39:47.776869,4,21,16,16901.059999999998,1056.3162499999999,6,7553.003605119884,72.28755834064773
sim_20260102121425_c6e699,2026-01-02T12:46:41.639215,5,24,18,19141.059999999998,1063.392222222222,6,8630.835855892852,73.27749551117502
